date,sku;units,genre,hour
14-Jul-2012,77AA3D-647EED-CC2B77-87A4E4-4E3B4C-AED206;4|11|10|15|17|16,Masc,15:48
15-Jul-2012,4E3B4C-ECC5CE-25CB99-647EED-D8470A-77AA3D-CC2B77;10|16|13|16|12|7|10,Masc,12:44
16-Jul-2012,647EED-ECC5CE-AED206-77AA3D-25CB99-CC2B77-9C88F3-D8470A;7|12|7|11|10|13|13|9,M,20:49
17-Jul-2012,4E3B4C-D8470A-9C88F3-87A4E4;19|8|4|10,F,19:28
18-Jul-2012,CC2B77-9C88F3-ECC5CE-77AA3D-D8470A-AED206;8|17|11|10|10|20,masc,11:24
19-Jul-2012,AED206-D8470A-25CB99-77AA3D-CC2B77-4E3B4C-87A4E4-9C88F3-ECC5CE;5|16|9|4|10|15|9|19|8,fem,13:55
20-Jul-2012,25CB99-87A4E4-4E3B4C-647EED-ECC5CE;13|18|16|7|6,Fem,12:30
21-Jul-2012,AED206-CC2B77-D8470A-9C88F3-77AA3D-647EED-87A4E4-25CB99-4E3B4C;5|6|12|9|16|6|16|19|9,Fem,12:21
22-Jul-2012,CC2B77-ECC5CE-4E3B4C-D8470A-647EED-77AA3D;19|6|18|19|14|9,F,20:46
23-Jul-2012,77AA3D-CC2B77-647EED-25CB99;5|20|9|18,Masc,13:34
24-Jul-2012,9C88F3-87A4E4-AED206-CC2B77-647EED-77AA3D-D8470A;13|5|16|13|20|12|11,F,11:25
25-Jul-2012,D8470A-ECC5CE-CC2B77-647EED-4E3B4C-25CB99-87A4E4;15|5|17|15|16|15|11,-,10:49
26-Jul-2012,25CB99-87A4E4-ECC5CE-647EED-4E3B4C-77AA3D-CC2B77-AED206-D8470A;9|15|9|20|5|9|17|4|18,Fem,16:04
27-Jul-2012,4E3B4C-9C88F3-ECC5CE-77AA3D-25CB99-647EED;16|18|16|4|20|18,-,8:24
28-Jul-2012,77AA3D-9C88F3-4E3B4C-D8470A-AED206-25CB99-CC2B77;15|8|5|17|7|7|5,Fem,12:52
29-Jul-2012,D8470A-77AA3D-25CB99;19|20|17,Male,13:03
30-Jul-2012,77AA3D-D8470A-4E3B4C-CC2B77-AED206-87A4E4-25CB99;6|5|13|12|16|14|11,-,13:29
31-Jul-2012,AED206-ECC5CE-4E3B4C-CC2B77-77AA3D-647EED-25CB99-D8470A;4|10|8|9|4|8|17|20,Fem,20:07
1-Aug-2012,AED206-CC2B77-9C88F3-ECC5CE-87A4E4-77AA3D-647EED-D8470A-4E3B4C-25CB99;14|4|18|4|15|17|7|20|16|18,Female,18:16
2-Aug-2012,4E3B4C-ECC5CE-9C88F3-CC2B77-647EED-87A4E4-AED206-D8470A-25CB99;6|13|20|9|12|7|19|14|4,Masc,18:46
3-Aug-2012,AED206-CC2B77-25CB99-87A4E4-D8470A-ECC5CE-4E3B4C-9C88F3-647EED;18|17|5|5|10|13|18|12|11,fem,13:03
4-Aug-2012,87A4E4-CC2B77-9C88F3;19|19|16,Fem,14:10
5-Aug-2012,25CB99-87A4E4-77AA3D-9C88F3-4E3B4C-AED206-D8470A;11|4|10|6|9|11|4,Fem,12:16
6-Aug-2012,AED206-25CB99-ECC5CE-4E3B4C-87A4E4-D8470A-647EED-77AA3D-9C88F3-CC2B77;20|12|10|20|18|16|8|13|9|13,Fem,10:26
7-Aug-2012,D8470A-87A4E4-ECC5CE-CC2B77-9C88F3-647EED-25CB99-77AA3D-AED206-4E3B4C;5|16|17|9|19|16|7|15|4|14,Masc,19:55
8-Aug-2012,77AA3D-25CB99-4E3B4C-ECC5CE-9C88F3-647EED-AED206-D8470A;13|17|17|4|9|16|10|6,-,17:55
9-Aug-2012,CC2B77-647EED-ECC5CE;15|10|11,Female,9:28
10-Aug-2012,4E3B4C-25CB99-9C88F3-647EED;19|6|5|6,Masc,8:13
11-Aug-2012,4E3B4C-647EED-9C88F3-D8470A-AED206-77AA3D;6|16|13|12|19|17,Fem,13:26
12-Aug-2012,25CB99-647EED-CC2B77-D8470A-4E3B4C-ECC5CE-77AA3D-9C88F3-AED206-87A4E4;5|15|17|9|14|7|17|13|13|6,masc,16:01
13-Aug-2012,D8470A-4E3B4C-9C88F3-77AA3D-ECC5CE-25CB99-AED206-647EED;16|18|9|6|13|6|7|20,Fem,8:13
14-Aug-2012,D8470A-87A4E4-ECC5CE-AED206-9C88F3-77AA3D-CC2B77-25CB99-647EED;13|14|20|4|17|15|19|15|9,masc,20:15
15-Aug-2012,AED206-CC2B77-647EED-D8470A-77AA3D-87A4E4-4E3B4C-ECC5CE-25CB99-9C88F3;17|6|17|12|17|19|18|20|5|19,Masc,12:15
16-Aug-2012,9C88F3-647EED-4E3B4C-CC2B77-ECC5CE-87A4E4-D8470A-AED206;7|20|12|18|6|12|16|5,Masc,12:27
17-Aug-2012,25CB99-77AA3D-647EED-CC2B77-D8470A-87A4E4;20|18|14|8|7|6,Fem,16:10
18-Aug-2012,4E3B4C-9C88F3-D8470A;17|12|8,Masc,17:26
19-Aug-2012,AED206-647EED-77AA3D-D8470A-87A4E4-25CB99-ECC5CE-4E3B4C-CC2B77;7|13|18|12|14|17|9|7|5,fem,16:38
20-Aug-2012,647EED-AED206-87A4E4-ECC5CE-D8470A-9C88F3-77AA3D-25CB99-4E3B4C-CC2B77;8|5|17|19|4|12|18|5|10|6,masc,10:06
21-Aug-2012,4E3B4C-CC2B77-9C88F3-25CB99;5|13|17|18,Masc,15:39
22-Aug-2012,AED206-CC2B77-4E3B4C-ECC5CE;10|11|9|16,Fem,8:29
23-Aug-2012,647EED-25CB99-4E3B4C-AED206-9C88F3-ECC5CE-77AA3D;17|18|7|9|6|20|4,M,13:52
24-Aug-2012,647EED-4E3B4C-77AA3D-CC2B77-9C88F3-D8470A-25CB99-AED206-ECC5CE-87A4E4;14|8|20|19|12|7|14|13|8|11,Fem,19:47
25-Aug-2012,25CB99-647EED-AED206-87A4E4-ECC5CE-CC2B77-77AA3D-4E3B4C-9C88F3-D8470A;10|18|4|18|15|7|10|20|10|20,M,14:32
26-Aug-2012,CC2B77-77AA3D-87A4E4-ECC5CE-9C88F3-4E3B4C;6|17|18|16|19|15,Male,17:06
27-Aug-2012,4E3B4C-CC2B77-77AA3D-25CB99-ECC5CE;7|14|18|11|18,Female,11:10
28-Aug-2012,87A4E4-9C88F3-25CB99-CC2B77-647EED-ECC5CE-77AA3D-AED206-4E3B4C;16|17|10|20|19|20|14|5|6,Fem,11:10
29-Aug-2012,CC2B77-4E3B4C-D8470A-9C88F3-77AA3D-647EED-87A4E4;12|8|18|13|8|15|14,fem,9:40
30-Aug-2012,25CB99-CC2B77-9C88F3-ECC5CE-87A4E4-D8470A;16|12|12|11|19|13,M,10:05
31-Aug-2012,87A4E4-D8470A-77AA3D;15|17|15,Female,11:55
1-Sep-2012,D8470A-25CB99-77AA3D-9C88F3-647EED-4E3B4C-87A4E4-AED206;8|12|9|20|16|16|4|16,Fem,20:28
2-Sep-2012,77AA3D-CC2B77-4E3B4C-9C88F3-ECC5CE-D8470A;11|8|6|5|6|20,fem,11:35
3-Sep-2012,4E3B4C-AED206-9C88F3;16|20|12,masc,15:37
4-Sep-2012,77AA3D-D8470A-ECC5CE-CC2B77-647EED-9C88F3;13|10|5|15|7|9,F,16:28
5-Sep-2012,25CB99-CC2B77-AED206;15|9|15,Fem,10:40
6-Sep-2012,D8470A-9C88F3-4E3B4C-AED206-77AA3D-25CB99;9|11|5|8|17|4,fem,9:48
7-Sep-2012,D8470A-4E3B4C-ECC5CE-AED206-25CB99;6|6|4|15|7,Masc,18:29
8-Sep-2012,25CB99-77AA3D-87A4E4-D8470A;20|4|5|20,Masc,10:55
9-Sep-2012,87A4E4-4E3B4C-D8470A-25CB99-CC2B77-647EED;6|13|16|11|18|9,Masc,17:47
10-Sep-2012,D8470A-77AA3D-ECC5CE-9C88F3-CC2B77-647EED-25CB99-87A4E4-AED206-4E3B4C;13|15|15|14|14|12|9|6|17|9,M,18:11
11-Sep-2012,87A4E4-25CB99-ECC5CE;7|8|19,Masc,9:41
12-Sep-2012,4E3B4C-AED206-9C88F3-D8470A;17|14|19|19,Female,19:44
13-Sep-2012,4E3B4C-647EED-87A4E4-25CB99-CC2B77-AED206-9C88F3-ECC5CE-D8470A;19|9|13|4|10|20|9|8|6,Fem,20:21
14-Sep-2012,9C88F3-4E3B4C-ECC5CE-D8470A-AED206-CC2B77-77AA3D-87A4E4-647EED-25CB99;5|4|7|18|13|5|5|4|18|11,fem,9:15
15-Sep-2012,87A4E4-647EED-CC2B77-9C88F3-AED206;14|20|19|5|9,Fem,11:34
16-Sep-2012,77AA3D-647EED-25CB99-D8470A;20|6|13|8,fem,18:14
17-Sep-2012,9C88F3-25CB99-77AA3D-AED206-647EED-ECC5CE-4E3B4C-D8470A;6|6|9|20|16|5|8|18,F,15:19
18-Sep-2012,ECC5CE-AED206-D8470A-77AA3D-87A4E4-9C88F3-647EED-CC2B77-4E3B4C;9|14|5|11|17|10|7|8|9,Female,19:36
19-Sep-2012,ECC5CE-4E3B4C-87A4E4-CC2B77-25CB99-647EED-AED206;11|8|12|13|14|13|6,M,18:41
20-Sep-2012,ECC5CE-CC2B77-AED206-87A4E4-647EED-9C88F3;9|16|9|6|18|12,F,8:04
21-Sep-2012,9C88F3-ECC5CE-D8470A-CC2B77;17|13|5|8,fem,10:44
22-Sep-2012,77AA3D-87A4E4-D8470A;7|14|16,Male,18:43
23-Sep-2012,9C88F3-25CB99-87A4E4-77AA3D;16|11|5|16,fem,19:40
24-Sep-2012,647EED-25CB99-CC2B77-4E3B4C-9C88F3-87A4E4-ECC5CE-D8470A;12|5|4|8|12|4|9|11,Masc,14:52
25-Sep-2012,ECC5CE-AED206-87A4E4;6|17|19,Fem,16:39
26-Sep-2012,D8470A-87A4E4-ECC5CE-CC2B77-25CB99-AED206-4E3B4C-647EED;10|10|18|9|18|12|13|5,M,15:43
27-Sep-2012,ECC5CE-CC2B77-9C88F3-647EED-25CB99-77AA3D-4E3B4C-87A4E4;7|10|4|13|10|5|20|15,Masc,9:49
28-Sep-2012,CC2B77-647EED-87A4E4-ECC5CE-77AA3D-25CB99-AED206-D8470A-9C88F3;16|19|4|7|13|19|12|15|14,Male,16:13
29-Sep-2012,CC2B77-87A4E4-ECC5CE-647EED-AED206-4E3B4C-77AA3D;5|18|7|12|10|17|9,M,10:35
30-Sep-2012,9C88F3-4E3B4C-ECC5CE;14|10|20,F,17:24
1-Oct-2012,77AA3D-25CB99-4E3B4C-D8470A-87A4E4-CC2B77;17|18|10|7|19|20,Female,11:07
2-Oct-2012,25CB99-647EED-CC2B77-D8470A;9|20|5|13,Female,20:54
3-Oct-2012,CC2B77-D8470A-25CB99-9C88F3-AED206-647EED-87A4E4-77AA3D;15|8|15|5|14|9|13|19,Masc,12:53
4-Oct-2012,77AA3D-9C88F3-AED206-87A4E4-CC2B77-4E3B4C-ECC5CE-25CB99-D8470A-647EED;4|5|14|4|14|10|18|12|9|8,fem,8:10
5-Oct-2012,9C88F3-D8470A-AED206-ECC5CE;7|19|15|5,masc,8:07
6-Oct-2012,647EED-D8470A-87A4E4-25CB99-CC2B77-4E3B4C;16|5|5|8|13|9,Fem,13:20
7-Oct-2012,4E3B4C-77AA3D-AED206-647EED-ECC5CE-CC2B77;8|15|17|11|9|13,-,18:51
8-Oct-2012,25CB99-9C88F3-77AA3D-CC2B77-87A4E4-D8470A-647EED;9|11|20|4|5|15|20,Masc,20:04
9-Oct-2012,647EED-CC2B77-77AA3D-9C88F3-25CB99-ECC5CE;13|5|14|4|13|18,masc,11:16
10-Oct-2012,4E3B4C-87A4E4-AED206;20|4|16,Masc,10:48
11-Oct-2012,4E3B4C-D8470A-647EED-9C88F3;4|12|20|4,Masc,10:46
12-Oct-2012,AED206-77AA3D-647EED-25CB99-87A4E4-4E3B4C-ECC5CE-D8470A-CC2B77;5|6|19|10|8|13|19|5|19,Fem,18:00
13-Oct-2012,77AA3D-D8470A-647EED-9C88F3-4E3B4C-87A4E4;18|16|19|5|12|11,Male,18:03
14-Oct-2012,77AA3D-AED206-25CB99-D8470A-4E3B4C-ECC5CE-9C88F3-647EED;4|7|14|15|19|10|4|10,M,16:21
15-Oct-2012,77AA3D-AED206-9C88F3-D8470A-ECC5CE-87A4E4-25CB99-CC2B77-647EED;12|12|19|5|5|17|12|11|5,-,16:48
16-Oct-2012,77AA3D-25CB99-D8470A-CC2B77-ECC5CE-AED206-87A4E4-647EED-9C88F3;14|12|5|14|15|6|4|12|8,Fem,12:50
17-Oct-2012,ECC5CE-9C88F3-87A4E4-25CB99-AED206-77AA3D-CC2B77-4E3B4C-D8470A-647EED;14|19|4|8|6|8|16|12|16|11,Masc,9:06
18-Oct-2012,CC2B77-87A4E4-ECC5CE-25CB99;20|9|19|7,masc,16:45
19-Oct-2012,CC2B77-ECC5CE-4E3B4C-D8470A-77AA3D-647EED-25CB99;20|10|14|12|10|4|10,Masc,17:14
20-Oct-2012,9C88F3-25CB99-CC2B77-77AA3D-AED206-4E3B4C-87A4E4;13|12|12|5|12|6|5,F,8:19
21-Oct-2012,9C88F3-CC2B77-87A4E4-D8470A;14|12|19|5,Masc,19:01
22-Oct-2012,4E3B4C-AED206-D8470A-87A4E4-25CB99-77AA3D-9C88F3-647EED-CC2B77-ECC5CE;8|11|18|20|10|13|17|11|9|17,Fem,17:19
23-Oct-2012,D8470A-25CB99-4E3B4C-AED206-CC2B77-647EED-87A4E4-ECC5CE-9C88F3-77AA3D;12|17|18|7|5|14|13|14|18|18,Fem,13:22
24-Oct-2012,ECC5CE-AED206-25CB99-9C88F3-77AA3D-647EED-D8470A-87A4E4;11|11|16|4|8|10|14|12,F,18:02
25-Oct-2012,ECC5CE-9C88F3-25CB99-D8470A-CC2B77-87A4E4-77AA3D-AED206-4E3B4C-647EED;13|9|19|13|11|10|19|12|16|6,Fem,12:39
26-Oct-2012,AED206-87A4E4-4E3B4C-25CB99-CC2B77-647EED-77AA3D-9C88F3-D8470A;10|11|19|17|6|15|17|15|18,-,18:55
27-Oct-2012,ECC5CE-9C88F3-CC2B77-4E3B4C-AED206-647EED-25CB99-D8470A-87A4E4;11|12|14|8|13|10|11|12|17,Male,8:00
28-Oct-2012,647EED-87A4E4-D8470A-ECC5CE-AED206-25CB99;8|8|15|11|18|18,Male,20:03
29-Oct-2012,AED206-D8470A-647EED-9C88F3-ECC5CE-87A4E4-4E3B4C-25CB99-CC2B77-77AA3D;15|20|10|16|14|16|20|20|10|13,Masc,18:19
30-Oct-2012,4E3B4C-D8470A-77AA3D-9C88F3-25CB99-647EED-87A4E4;10|19|10|12|8|15|4,Male,16:31
31-Oct-2012,CC2B77-87A4E4-4E3B4C-ECC5CE-9C88F3;5|8|19|12|7,fem,18:39
1-Nov-2012,647EED-9C88F3-77AA3D-87A4E4-CC2B77-4E3B4C-ECC5CE-25CB99-D8470A-AED206;20|18|5|14|14|13|12|5|18|19,F,14:41
2-Nov-2012,CC2B77-87A4E4-9C88F3-4E3B4C-25CB99;11|13|20|20|16,Male,10:55
3-Nov-2012,AED206-ECC5CE-87A4E4-77AA3D;15|12|20|18,Fem,18:41
4-Nov-2012,647EED-9C88F3-ECC5CE-25CB99-4E3B4C-CC2B77-AED206-D8470A-87A4E4;6|12|14|9|13|19|7|17|15,Masc,16:17
5-Nov-2012,647EED-87A4E4-25CB99-D8470A-AED206;12|7|13|19|17,Male,8:49
6-Nov-2012,CC2B77-87A4E4-9C88F3;19|16|11,fem,13:20
7-Nov-2012,647EED-ECC5CE-77AA3D-CC2B77-25CB99;20|14|12|10|16,Fem,12:27
8-Nov-2012,25CB99-4E3B4C-D8470A-77AA3D;11|7|5|20,-,12:08
9-Nov-2012,9C88F3-AED206-647EED-CC2B77-4E3B4C;13|12|14|18|19,-,11:55
10-Nov-2012,87A4E4-CC2B77-9C88F3;10|13|5,fem,15:32
11-Nov-2012,D8470A-AED206-4E3B4C-CC2B77-9C88F3-25CB99;11|18|10|7|18|11,F,20:18
12-Nov-2012,9C88F3-87A4E4-CC2B77;12|10|13,Fem,20:36
13-Nov-2012,25CB99-4E3B4C-9C88F3-77AA3D-CC2B77-87A4E4;13|20|8|13|20|12,Female,16:49
14-Nov-2012,CC2B77-77AA3D-D8470A-87A4E4-4E3B4C-647EED-25CB99-9C88F3-AED206-ECC5CE;7|9|17|12|18|14|13|7|15|4,masc,16:24
15-Nov-2012,ECC5CE-647EED-4E3B4C-D8470A-87A4E4-77AA3D-CC2B77-9C88F3-AED206;6|19|14|8|15|20|15|17|18,Fem,16:08
16-Nov-2012,D8470A-25CB99-77AA3D-9C88F3;13|17|9|16,fem,18:45
17-Nov-2012,647EED-9C88F3-4E3B4C-77AA3D-AED206-CC2B77;15|18|18|19|18|18,Masc,18:16
18-Nov-2012,CC2B77-77AA3D-9C88F3-25CB99-87A4E4-ECC5CE;4|16|18|19|16|9,M,17:10
19-Nov-2012,647EED-CC2B77-87A4E4-ECC5CE-77AA3D-4E3B4C-AED206-D8470A-9C88F3;15|6|12|13|11|17|8|7|5,Masc,19:47
20-Nov-2012,25CB99-87A4E4-4E3B4C-ECC5CE-647EED;19|6|5|15|6,Masc,15:29
21-Nov-2012,77AA3D-87A4E4-647EED-ECC5CE-CC2B77-9C88F3-25CB99;5|5|16|18|12|16|10,Fem,18:31
22-Nov-2012,87A4E4-77AA3D-9C88F3-AED206-4E3B4C-CC2B77-D8470A-647EED-ECC5CE;12|10|10|9|4|13|6|4|17,Fem,13:20
23-Nov-2012,87A4E4-77AA3D-9C88F3-4E3B4C-ECC5CE-CC2B77-647EED-D8470A-25CB99;10|10|8|4|17|19|15|18|8,fem,13:06
24-Nov-2012,CC2B77-87A4E4-D8470A-25CB99-ECC5CE-647EED-AED206-4E3B4C;20|7|18|12|15|17|19|20,Masc,11:55
25-Nov-2012,647EED-9C88F3-87A4E4-77AA3D-AED206-CC2B77-4E3B4C-D8470A;20|10|8|11|9|18|14|19,Fem,17:55
26-Nov-2012,D8470A-AED206-77AA3D-CC2B77-4E3B4C-87A4E4;9|17|18|20|8|7,Fem,16:04
27-Nov-2012,ECC5CE-9C88F3-CC2B77-647EED-77AA3D-D8470A;20|13|12|16|17|8,Masc,14:09
28-Nov-2012,25CB99-4E3B4C-9C88F3-AED206-77AA3D-647EED-D8470A-CC2B77-ECC5CE;16|15|8|16|8|15|9|11|16,F,15:32
29-Nov-2012,647EED-CC2B77-25CB99-ECC5CE-D8470A-AED206-4E3B4C-87A4E4-77AA3D;15|6|11|14|5|9|4|11|8,Female,17:40
30-Nov-2012,4E3B4C-87A4E4-647EED-ECC5CE-CC2B77-9C88F3-25CB99-77AA3D;10|8|20|5|11|4|11|4,M,15:40
1-Dec-2012,ECC5CE-D8470A-AED206-4E3B4C-77AA3D-9C88F3-25CB99-87A4E4-CC2B77;7|20|8|14|13|8|19|17|18,fem,17:44
2-Dec-2012,CC2B77-AED206-D8470A-9C88F3-87A4E4;5|7|14|10|11,-,14:32
3-Dec-2012,77AA3D-4E3B4C-647EED-87A4E4-25CB99-CC2B77-AED206-D8470A;12|19|19|17|16|5|19|5,Male,16:20
4-Dec-2012,D8470A-4E3B4C-25CB99-9C88F3-ECC5CE-647EED-AED206-77AA3D-87A4E4-CC2B77;19|15|6|6|8|7|15|4|7|4,Female,15:08
5-Dec-2012,9C88F3-AED206-D8470A-ECC5CE-647EED;5|5|12|17|17,Masc,17:32
6-Dec-2012,77AA3D-87A4E4-4E3B4C-ECC5CE-647EED-9C88F3-25CB99-AED206-D8470A;17|7|4|18|14|11|17|14|19,Female,13:25
7-Dec-2012,25CB99-D8470A-ECC5CE;4|11|16,fem,13:03
8-Dec-2012,AED206-ECC5CE-9C88F3-CC2B77;8|16|7|5,Female,18:17
9-Dec-2012,87A4E4-77AA3D-25CB99-D8470A;5|11|13|19,Masc,16:01
10-Dec-2012,647EED-9C88F3-ECC5CE-D8470A-25CB99-77AA3D-AED206-87A4E4;10|7|10|20|7|9|6|14,Masc,9:03
11-Dec-2012,77AA3D-87A4E4-AED206-647EED;12|16|8|4,M,9:45
12-Dec-2012,647EED-77AA3D-D8470A-9C88F3;7|6|11|18,masc,9:52
13-Dec-2012,CC2B77-87A4E4-D8470A-77AA3D-4E3B4C-ECC5CE-AED206-25CB99-647EED-9C88F3;20|15|6|6|13|17|16|14|14|7,fem,11:06
14-Dec-2012,D8470A-87A4E4-AED206-9C88F3-4E3B4C-CC2B77-ECC5CE-25CB99-647EED;14|15|13|8|14|14|13|19|15,Female,9:28
15-Dec-2012,ECC5CE-D8470A-AED206-9C88F3-87A4E4;9|14|15|5|17,Masc,17:29
16-Dec-2012,4E3B4C-AED206-87A4E4-ECC5CE-CC2B77-25CB99-9C88F3-77AA3D;17|15|6|15|7|13|10|11,Male,10:55
17-Dec-2012,9C88F3-CC2B77-25CB99-AED206-87A4E4-77AA3D-ECC5CE-D8470A-4E3B4C-647EED;12|18|17|4|20|7|17|14|8|8,Masc,16:09
18-Dec-2012,25CB99-CC2B77-AED206-ECC5CE-87A4E4;12|9|13|10|9,Female,10:17
19-Dec-2012,87A4E4-CC2B77-9C88F3-D8470A-4E3B4C;17|7|9|8|20,Masc,11:17
20-Dec-2012,ECC5CE-77AA3D-87A4E4-25CB99-9C88F3-D8470A-647EED-AED206;9|11|15|10|20|16|9|9,Female,15:36
21-Dec-2012,9C88F3-CC2B77-4E3B4C-25CB99-D8470A-AED206-ECC5CE-77AA3D;11|20|5|9|8|10|11|14,M,16:06
22-Dec-2012,25CB99-D8470A-77AA3D;16|6|10,masc,19:01
23-Dec-2012,77AA3D-9C88F3-ECC5CE-4E3B4C-647EED-AED206-D8470A-CC2B77-87A4E4;19|20|18|19|5|6|7|5|18,Fem,13:06
24-Dec-2012,4E3B4C-D8470A-9C88F3-25CB99-77AA3D-87A4E4;8|14|18|17|5|20,Female,11:29
25-Dec-2012,ECC5CE-AED206-9C88F3-4E3B4C-25CB99-647EED;6|18|10|16|8|10,F,18:20
26-Dec-2012,77AA3D-D8470A-25CB99-9C88F3-ECC5CE-647EED-AED206-4E3B4C;18|8|17|12|20|6|6|13,M,17:27
27-Dec-2012,ECC5CE-77AA3D-9C88F3-87A4E4-D8470A-CC2B77-647EED-4E3B4C-AED206-25CB99;7|13|15|12|9|12|6|17|4|5,M,16:10
28-Dec-2012,D8470A-87A4E4-4E3B4C-25CB99-77AA3D-CC2B77-AED206;4|7|13|5|9|8|4,fem,16:34
29-Dec-2012,CC2B77-4E3B4C-77AA3D-ECC5CE-647EED-9C88F3-AED206-87A4E4-D8470A-25CB99;16|4|18|13|4|16|12|10|7|6,Fem,9:44
30-Dec-2012,AED206-87A4E4-77AA3D-647EED-ECC5CE-CC2B77-D8470A-25CB99-9C88F3;12|20|7|12|4|15|17|6|19,fem,18:19
31-Dec-2012,87A4E4-AED206-CC2B77-9C88F3-D8470A;19|6|9|6|17,Masc,14:13
1-Jan-2013,4E3B4C-25CB99-9C88F3-CC2B77-D8470A-87A4E4-ECC5CE;16|4|11|17|8|9|15,masc,9:10
2-Jan-2013,25CB99-ECC5CE-9C88F3-77AA3D-CC2B77-D8470A-4E3B4C-647EED;10|19|13|13|19|15|5|16,fem,16:45
3-Jan-2013,25CB99-D8470A-4E3B4C-AED206-87A4E4-647EED-CC2B77-77AA3D;12|5|11|6|18|13|10|18,fem,9:47
4-Jan-2013,9C88F3-ECC5CE-87A4E4;6|4|9,fem,8:46
5-Jan-2013,25CB99-AED206-ECC5CE-647EED-D8470A-9C88F3;6|10|16|5|12|4,Fem,15:09
6-Jan-2013,ECC5CE-77AA3D-647EED-CC2B77-87A4E4-AED206-D8470A-4E3B4C-25CB99-9C88F3;15|7|10|11|6|16|7|14|11|15,masc,8:17
7-Jan-2013,CC2B77-AED206-ECC5CE-77AA3D-87A4E4-25CB99-9C88F3-D8470A;11|7|5|5|12|5|7|6,Fem,17:51
8-Jan-2013,77AA3D-4E3B4C-ECC5CE-25CB99-CC2B77-647EED-D8470A-87A4E4-AED206-9C88F3;19|8|5|14|4|19|12|4|6|17,Masc,12:23
9-Jan-2013,77AA3D-CC2B77-ECC5CE-25CB99-87A4E4-D8470A-9C88F3-647EED;20|16|20|11|20|9|8|5,-,17:47
10-Jan-2013,ECC5CE-AED206-77AA3D-D8470A-4E3B4C-87A4E4-9C88F3;20|13|14|12|8|14|7,F,15:30
11-Jan-2013,AED206-25CB99-ECC5CE-87A4E4-4E3B4C-77AA3D-CC2B77-D8470A-647EED-9C88F3;19|7|10|10|5|15|12|18|19|6,Female,11:25
12-Jan-2013,ECC5CE-25CB99-87A4E4-CC2B77-9C88F3-647EED-77AA3D;13|14|11|18|14|17|15,Masc,14:55
13-Jan-2013,647EED-ECC5CE-AED206-D8470A-9C88F3-77AA3D-CC2B77-87A4E4-25CB99;16|17|16|14|19|4|12|5|15,Masc,13:42
14-Jan-2013,D8470A-9C88F3-87A4E4-ECC5CE-77AA3D-AED206-25CB99;5|7|9|14|10|4|12,Fem,10:28
15-Jan-2013,9C88F3-AED206-647EED-25CB99-77AA3D-CC2B77-ECC5CE-4E3B4C-87A4E4;7|10|17|20|16|19|5|20|4,fem,19:06
16-Jan-2013,AED206-9C88F3-87A4E4-77AA3D-CC2B77;13|6|12|15|20,masc,16:34
17-Jan-2013,9C88F3-D8470A-AED206-4E3B4C-ECC5CE-25CB99;15|17|14|6|17|5,Fem,13:55
18-Jan-2013,ECC5CE-CC2B77-87A4E4-D8470A-AED206-9C88F3-647EED-25CB99;19|14|4|17|19|7|4|10,Female,12:51
19-Jan-2013,87A4E4-77AA3D-D8470A;10|10|17,Fem,8:44
20-Jan-2013,9C88F3-77AA3D-ECC5CE-25CB99;5|11|10|14,fem,20:33
21-Jan-2013,4E3B4C-647EED-CC2B77-ECC5CE-77AA3D-D8470A;7|4|12|17|5|14,Female,19:42
22-Jan-2013,647EED-CC2B77-4E3B4C-9C88F3-ECC5CE;15|7|17|17|18,-,15:09
23-Jan-2013,9C88F3-ECC5CE-25CB99-87A4E4-77AA3D-647EED;20|10|15|5|14|11,Fem,8:52
24-Jan-2013,CC2B77-ECC5CE-77AA3D-87A4E4-9C88F3-D8470A-4E3B4C;20|18|13|10|14|9|9,F,13:03
25-Jan-2013,647EED-CC2B77-4E3B4C-AED206-77AA3D;18|18|12|5|15,Masc,15:31
26-Jan-2013,25CB99-9C88F3-CC2B77-4E3B4C-AED206;6|12|13|13|18,F,15:25
27-Jan-2013,87A4E4-ECC5CE-4E3B4C-D8470A-77AA3D-25CB99-CC2B77-647EED-9C88F3;8|15|7|6|8|5|16|14|14,-,15:38
28-Jan-2013,77AA3D-87A4E4-AED206-4E3B4C-647EED-ECC5CE-9C88F3-D8470A-25CB99;13|20|13|16|8|19|5|10|10,Fem,17:40
29-Jan-2013,647EED-D8470A-AED206-ECC5CE-4E3B4C-CC2B77-87A4E4-25CB99;19|18|8|17|11|16|8|19,F,17:32
30-Jan-2013,647EED-4E3B4C-D8470A-9C88F3-77AA3D-ECC5CE;20|16|17|7|15|15,F,8:22
31-Jan-2013,ECC5CE-9C88F3-647EED;7|12|11,-,15:22
1-Feb-2013,AED206-ECC5CE-CC2B77-77AA3D-25CB99-647EED-87A4E4-D8470A-9C88F3;4|17|9|13|13|12|4|14|16,Fem,13:22
2-Feb-2013,ECC5CE-CC2B77-25CB99;8|19|11,Masc,13:41
3-Feb-2013,4E3B4C-9C88F3-87A4E4-77AA3D-ECC5CE-647EED-CC2B77-AED206-D8470A;12|9|11|20|9|5|18|13|11,Masc,15:16
4-Feb-2013,AED206-CC2B77-D8470A-647EED-9C88F3;20|9|9|6|16,F,9:20
5-Feb-2013,25CB99-87A4E4-D8470A-AED206-ECC5CE-647EED-CC2B77;7|13|15|17|11|17|16,masc,9:47
