date,sku,units,genre,hour,genre_cleaned,day,25CB99,87A4E4,CC2B77,AED206,9C88F3,ECC5CE,77AA3D,D8470A,647EED,4E3B4C
6-Jan-2012,AED206-77AA3D-4E3B4C-ECC5CE-CC2B77-87A4E4-D8470A,15|5|5|17|7|6|4,-,15:24,-,Fri,0,6,7,15,0,17,5,4,0,5
7-Jan-2012,25CB99-77AA3D-647EED-CC2B77-4E3B4C-87A4E4-D8470A-ECC5CE-9C88F3-AED206,10|15|5|10|17|9|11|18|16|12,masc,14:36,M,Sat,10,9,10,12,16,18,15,11,5,17
8-Jan-2012,ECC5CE-AED206-647EED-9C88F3,11|13|18|16,Fem,17:51,F,Sun,0,0,0,13,16,11,0,0,18,0
9-Jan-2012,647EED-CC2B77-4E3B4C,19|6|15,Masc,20:07,M,Mon,0,0,6,0,0,0,0,0,19,15
10-Jan-2012,CC2B77-AED206-4E3B4C-ECC5CE,9|10|11|4,Male,9:09,M,Tue,0,0,9,10,0,4,0,0,0,11
11-Jan-2012,AED206-D8470A-CC2B77-25CB99-87A4E4,7|15|12|19|17,Female,17:34,F,Wed,19,17,12,7,0,0,0,15,0,0
12-Jan-2012,AED206-77AA3D-25CB99-ECC5CE-CC2B77-4E3B4C-87A4E4,18|9|17|9|5|8|19,Fem,8:45,F,Thu,17,19,5,18,0,9,9,0,0,8
13-Jan-2012,647EED-87A4E4-CC2B77-AED206-ECC5CE-25CB99-D8470A-9C88F3,12|9|16|10|4|11|11|20,Fem,10:21,F,Fri,11,9,16,10,20,4,0,11,12,0
14-Jan-2012,87A4E4-D8470A-647EED-77AA3D-9C88F3-25CB99-ECC5CE,12|10|4|16|10|6|14,-,19:40,-,Sat,6,12,0,0,10,14,16,10,4,0
15-Jan-2012,CC2B77-D8470A-87A4E4-4E3B4C,19|13|4|4,fem,17:45,F,Sun,0,4,19,0,0,0,0,13,0,4
16-Jan-2012,ECC5CE-647EED-CC2B77-9C88F3-4E3B4C,14|19|17|4|11,Fem,20:14,F,Mon,0,0,17,0,4,14,0,0,19,11
17-Jan-2012,4E3B4C-87A4E4-77AA3D-D8470A-647EED,19|16|17|12|9,F,17:02,F,Tue,0,16,0,0,0,0,17,12,9,19
18-Jan-2012,AED206-87A4E4-CC2B77-25CB99-647EED-ECC5CE-77AA3D-D8470A,16|17|15|10|7|19|11|17,Fem,13:36,F,Wed,10,17,15,16,0,19,11,17,7,0
19-Jan-2012,ECC5CE-D8470A-9C88F3,17|18|14,Female,10:38,F,Thu,0,0,0,0,14,17,0,18,0,0
20-Jan-2012,D8470A-AED206-9C88F3,20|10|18,Male,13:06,M,Fri,0,0,0,10,18,0,0,20,0,0
21-Jan-2012,77AA3D-25CB99-87A4E4-4E3B4C-CC2B77,17|5|4|17|9,Masc,12:14,M,Sat,5,4,9,0,0,0,17,0,0,17
22-Jan-2012,25CB99-ECC5CE-CC2B77-647EED-77AA3D-4E3B4C-AED206-9C88F3-D8470A,17|20|14|20|18|7|18|17|7,fem,14:44,F,Sun,17,0,14,18,17,20,18,7,20,7
23-Jan-2012,77AA3D-4E3B4C-9C88F3-647EED-AED206-25CB99,9|18|11|13|8|4,M,12:22,M,Mon,4,0,0,8,11,0,9,0,13,18
24-Jan-2012,ECC5CE-77AA3D-9C88F3-87A4E4-647EED-D8470A-CC2B77-AED206-25CB99-4E3B4C,9|10|20|18|8|9|17|14|17|10,Fem,8:55,F,Tue,17,18,17,14,20,9,10,9,8,10
25-Jan-2012,77AA3D-4E3B4C-CC2B77-AED206,5|15|16|15,Fem,18:36,F,Wed,0,0,16,15,0,0,5,0,0,15
26-Jan-2012,87A4E4-9C88F3-4E3B4C,7|20|19,Fem,14:07,F,Thu,0,7,0,0,20,0,0,0,0,19
27-Jan-2012,AED206-77AA3D-647EED-CC2B77-87A4E4,14|14|5|11|5,F,11:30,F,Fri,0,5,11,14,0,0,14,0,5,0
28-Jan-2012,9C88F3-87A4E4-ECC5CE-647EED,15|4|12|19,Fem,19:34,F,Sat,0,4,0,0,15,12,0,0,19,0
29-Jan-2012,ECC5CE-AED206-25CB99-4E3B4C-87A4E4-CC2B77-77AA3D,5|12|5|4|18|16|19,masc,16:29,M,Sun,5,18,16,12,0,5,19,0,0,4
30-Jan-2012,647EED-87A4E4-4E3B4C-9C88F3-CC2B77-ECC5CE,17|18|17|15|17|12,Masc,14:06,M,Mon,0,18,17,0,15,12,0,0,17,17
31-Jan-2012,9C88F3-4E3B4C-AED206-D8470A,15|15|5|17,Masc,10:50,M,Tue,0,0,0,5,15,0,0,17,0,15
1-Feb-2012,647EED-9C88F3-25CB99,17|10|11,fem,9:48,F,Wed,11,0,0,0,10,0,0,0,17,0
2-Feb-2012,87A4E4-77AA3D-D8470A-25CB99-ECC5CE-9C88F3-AED206-647EED-4E3B4C,7|10|6|19|6|19|6|17|18,Masc,20:44,M,Thu,19,7,0,6,19,6,10,6,17,18
3-Feb-2012,9C88F3-87A4E4-ECC5CE-D8470A-CC2B77-AED206-25CB99,5|17|18|5|15|12|14,Masc,11:27,M,Fri,14,17,15,12,5,18,0,5,0,0
4-Feb-2012,9C88F3-ECC5CE-647EED-87A4E4,4|12|13|11,masc,10:47,M,Sat,0,11,0,0,4,12,0,0,13,0
5-Feb-2012,25CB99-9C88F3-87A4E4-AED206-ECC5CE,16|5|4|8|20,Male,12:19,M,Sun,16,4,0,8,5,20,0,0,0,0
6-Feb-2012,77AA3D-4E3B4C-D8470A,20|6|17,Female,20:41,F,Mon,0,0,0,0,0,0,20,17,0,6
7-Feb-2012,25CB99-77AA3D-ECC5CE-647EED-CC2B77-D8470A-4E3B4C-87A4E4,14|17|5|10|18|20|5|8,Female,17:02,F,Tue,14,8,18,0,0,5,17,20,10,5
8-Feb-2012,AED206-4E3B4C-25CB99-CC2B77-D8470A-9C88F3,4|17|18|6|8|20,Masc,8:02,M,Wed,18,0,6,4,20,0,0,8,0,17
9-Feb-2012,87A4E4-9C88F3-D8470A-CC2B77-647EED-77AA3D-25CB99-AED206-ECC5CE-4E3B4C,17|12|18|12|13|16|4|12|14|20,fem,11:01,F,Thu,4,17,12,12,12,14,16,18,13,20
10-Feb-2012,87A4E4-CC2B77-77AA3D-647EED-AED206-D8470A-ECC5CE-4E3B4C-9C88F3-25CB99,13|7|8|9|18|14|18|9|16|7,Masc,9:45,M,Fri,7,13,7,18,16,18,8,14,9,9
11-Feb-2012,647EED-ECC5CE-AED206-D8470A,5|17|7|20,Female,19:49,F,Sat,0,0,0,7,0,17,0,20,5,0
12-Feb-2012,77AA3D-25CB99-ECC5CE-CC2B77-D8470A-4E3B4C-9C88F3-647EED-87A4E4,7|14|9|11|16|18|19|9|4,Female,10:54,F,Sun,14,4,11,0,19,9,7,16,9,18
13-Feb-2012,D8470A-647EED-9C88F3-CC2B77-AED206-4E3B4C-ECC5CE,16|7|18|9|19|7|20,-,16:55,-,Mon,0,0,9,19,18,20,0,16,7,7
14-Feb-2012,ECC5CE-25CB99-9C88F3-647EED-D8470A-AED206-CC2B77-77AA3D-87A4E4-4E3B4C,18|19|18|6|14|18|11|9|7|6,Male,14:07,M,Tue,19,7,11,18,18,18,9,14,6,6
15-Feb-2012,647EED-AED206-CC2B77-9C88F3-87A4E4,14|8|16|11|18,-,14:35,-,Wed,0,18,16,8,11,0,0,0,14,0
16-Feb-2012,25CB99-9C88F3-4E3B4C-AED206-CC2B77-647EED,6|18|13|20|17|16,M,18:38,M,Thu,6,0,17,20,18,0,0,0,16,13
17-Feb-2012,9C88F3-77AA3D-4E3B4C,15|15|14,M,19:54,M,Fri,0,0,0,0,15,0,15,0,0,14
18-Feb-2012,AED206-87A4E4-4E3B4C-D8470A,12|9|14|14,-,18:13,-,Sat,0,9,0,12,0,0,0,14,0,14
19-Feb-2012,CC2B77-4E3B4C-647EED-AED206,15|12|17|18,M,20:50,M,Sun,0,0,15,18,0,0,0,0,17,12
20-Feb-2012,CC2B77-87A4E4-ECC5CE-77AA3D-647EED,16|9|13|12|6,F,19:54,F,Mon,0,9,16,0,0,13,12,0,6,0
21-Feb-2012,AED206-9C88F3-ECC5CE-D8470A-4E3B4C,20|8|16|7|12,masc,17:08,M,Tue,0,0,0,20,8,16,0,7,0,12
22-Feb-2012,647EED-87A4E4-D8470A-9C88F3-4E3B4C,17|20|12|7|5,fem,8:14,F,Wed,0,20,0,0,7,0,0,12,17,5
23-Feb-2012,D8470A-25CB99-647EED-9C88F3-ECC5CE-CC2B77,4|6|18|9|4|15,-,16:15,-,Thu,6,0,15,0,9,4,0,4,18,0
24-Feb-2012,D8470A-4E3B4C-9C88F3-87A4E4-ECC5CE-CC2B77-AED206-647EED-25CB99,16|4|4|14|13|17|11|11|9,Male,19:25,M,Fri,9,14,17,11,4,13,0,16,11,4
25-Feb-2012,4E3B4C-87A4E4-77AA3D-25CB99-647EED-AED206,13|14|14|8|10|8,F,8:53,F,Sat,8,14,0,8,0,0,14,0,10,13
26-Feb-2012,9C88F3-D8470A-4E3B4C-87A4E4-CC2B77,12|7|16|18|13,Male,20:13,M,Sun,0,18,13,0,12,0,0,7,0,16
27-Feb-2012,CC2B77-ECC5CE-25CB99,15|8|9,fem,11:05,F,Mon,9,0,15,0,0,8,0,0,0,0
28-Feb-2012,4E3B4C-647EED-D8470A-9C88F3-77AA3D-ECC5CE-25CB99,5|8|7|10|6|8|16,M,15:13,M,Tue,16,0,0,0,10,8,6,7,8,5
29-Feb-2012,D8470A-647EED-87A4E4-CC2B77-9C88F3-ECC5CE-4E3B4C-AED206-25CB99-77AA3D,4|10|7|18|12|16|11|9|13|19,Fem,11:35,F,Wed,13,7,18,9,12,16,19,4,10,11
1-Mar-2012,87A4E4-CC2B77-4E3B4C-ECC5CE-77AA3D-25CB99-AED206,7|20|9|13|17|20|8,Female,15:20,F,Thu,20,7,20,8,0,13,17,0,0,9
2-Mar-2012,AED206-9C88F3-D8470A-CC2B77-87A4E4-4E3B4C-647EED-25CB99-77AA3D,13|16|8|14|6|15|4|6|20,M,9:06,M,Fri,6,6,14,13,16,0,20,8,4,15
3-Mar-2012,77AA3D-647EED-4E3B4C-AED206,18|14|18|4,Fem,17:35,F,Sat,0,0,0,4,0,0,18,0,14,18
4-Mar-2012,647EED-25CB99-4E3B4C-CC2B77-87A4E4-AED206-ECC5CE-77AA3D-9C88F3,8|8|16|9|4|4|10|14|15,fem,10:08,F,Sun,8,4,9,4,15,10,14,0,8,16
5-Mar-2012,25CB99-9C88F3-AED206-D8470A,13|7|8|16,-,13:16,-,Mon,13,0,0,8,7,0,0,16,0,0
6-Mar-2012,AED206-87A4E4-D8470A-9C88F3-25CB99,9|20|20|9|8,Masc,16:31,M,Tue,8,20,0,9,9,0,0,20,0,0
7-Mar-2012,4E3B4C-87A4E4-647EED-77AA3D-25CB99-9C88F3-ECC5CE-AED206-D8470A-CC2B77,18|9|8|19|6|9|10|8|11|9,Fem,20:52,F,Wed,6,9,9,8,9,10,19,11,8,18
8-Mar-2012,AED206-25CB99-D8470A-CC2B77-77AA3D-9C88F3-ECC5CE,8|13|14|5|15|4|15,masc,17:06,M,Thu,13,0,5,8,4,15,15,14,0,0
9-Mar-2012,9C88F3-77AA3D-CC2B77-4E3B4C-ECC5CE-25CB99-AED206-87A4E4-647EED-D8470A,19|4|4|4|4|16|11|18|7|12,Female,16:32,F,Fri,16,18,4,11,19,4,4,12,7,4
10-Mar-2012,77AA3D-87A4E4-CC2B77-4E3B4C-D8470A-9C88F3,18|12|11|8|14|17,Masc,17:32,M,Sat,0,12,11,0,17,0,18,14,0,8
11-Mar-2012,AED206-77AA3D-4E3B4C-ECC5CE-CC2B77,16|18|20|14|7,fem,8:38,F,Sun,0,0,7,16,0,14,18,0,0,20
12-Mar-2012,647EED-ECC5CE-AED206-D8470A-4E3B4C-CC2B77-25CB99-9C88F3,8|17|11|9|9|5|16|7,Masc,10:13,M,Mon,16,0,5,11,7,17,0,9,8,9
13-Mar-2012,647EED-77AA3D-CC2B77-ECC5CE-4E3B4C-D8470A-25CB99-87A4E4-9C88F3-AED206,9|16|5|9|19|7|8|14|18|20,Male,11:05,M,Tue,8,14,5,20,18,9,16,7,9,19
14-Mar-2012,CC2B77-9C88F3-87A4E4-77AA3D-4E3B4C-647EED-D8470A,14|9|6|15|8|4|16,masc,14:01,M,Wed,0,6,14,0,9,0,15,16,4,8
15-Mar-2012,77AA3D-647EED-4E3B4C-ECC5CE,19|19|20|8,Fem,18:27,F,Thu,0,0,0,0,0,8,19,0,19,20
16-Mar-2012,87A4E4-4E3B4C-647EED-ECC5CE-D8470A,11|11|6|18|15,fem,19:14,F,Fri,0,11,0,0,0,18,0,15,6,11
17-Mar-2012,87A4E4-9C88F3-4E3B4C,14|11|10,-,18:08,-,Sat,0,14,0,0,11,0,0,0,0,10
18-Mar-2012,87A4E4-77AA3D-CC2B77-D8470A,5|16|7|13,Fem,20:20,F,Sun,0,5,7,0,0,0,16,13,0,0
19-Mar-2012,ECC5CE-CC2B77-647EED-9C88F3-D8470A-25CB99-AED206,11|10|13|18|11|6|18,Fem,12:29,F,Mon,6,0,10,18,18,11,0,11,13,0
20-Mar-2012,87A4E4-CC2B77-AED206,7|12|18,masc,15:27,M,Tue,0,7,12,18,0,0,0,0,0,0
21-Mar-2012,87A4E4-77AA3D-ECC5CE-4E3B4C-9C88F3-25CB99-AED206-D8470A,6|11|17|11|4|12|10|10,Masc,19:21,M,Wed,12,6,0,10,4,17,11,10,0,11
22-Mar-2012,CC2B77-4E3B4C-9C88F3-77AA3D-87A4E4-ECC5CE,4|16|18|15|12|20,-,12:52,-,Thu,0,12,4,0,18,20,15,0,0,16
23-Mar-2012,CC2B77-AED206-9C88F3-ECC5CE-87A4E4,9|11|15|6|12,Fem,8:21,F,Fri,0,12,9,11,15,6,0,0,0,0
24-Mar-2012,D8470A-CC2B77-ECC5CE-25CB99-4E3B4C-9C88F3-AED206,5|16|18|13|7|9|7,-,9:35,-,Sat,13,0,16,7,9,18,0,5,0,7
25-Mar-2012,77AA3D-9C88F3-D8470A-647EED-25CB99-87A4E4,17|12|15|12|15|15,Female,14:52,F,Sun,15,15,0,0,12,0,17,15,12,0
26-Mar-2012,87A4E4-ECC5CE-647EED-4E3B4C-9C88F3-D8470A-25CB99-CC2B77,15|19|6|16|8|4|7|10,Masc,20:05,M,Mon,7,15,10,0,8,19,0,4,6,16
27-Mar-2012,4E3B4C-77AA3D-647EED-D8470A,17|6|14|14,Masc,14:07,M,Tue,0,0,0,0,0,0,6,14,14,17
28-Mar-2012,25CB99-AED206-CC2B77-D8470A-647EED-9C88F3,17|6|14|9|4|17,M,19:44,M,Wed,17,0,14,6,17,0,0,9,4,0
29-Mar-2012,D8470A-ECC5CE-9C88F3-647EED-87A4E4-AED206-4E3B4C,10|18|18|7|16|7|12,masc,16:23,M,Thu,0,16,0,7,18,18,0,10,7,12
30-Mar-2012,ECC5CE-9C88F3-25CB99-87A4E4-CC2B77-4E3B4C-647EED-AED206,4|13|5|9|5|6|7|17,fem,19:43,F,Fri,5,9,5,17,13,4,0,0,7,6
31-Mar-2012,647EED-25CB99-AED206-4E3B4C-D8470A-9C88F3-ECC5CE-87A4E4,13|11|19|4|13|15|8|4,Female,14:07,F,Sat,11,4,0,19,15,8,0,13,13,4
1-Apr-2012,4E3B4C-647EED-CC2B77-AED206-77AA3D-ECC5CE-25CB99,7|16|8|15|11|19|13,masc,10:30,M,Sun,13,0,8,15,0,19,11,0,16,7
2-Apr-2012,CC2B77-25CB99-9C88F3-647EED,4|8|20|15,masc,11:29,M,Mon,8,0,4,0,20,0,0,0,15,0
3-Apr-2012,25CB99-CC2B77-AED206-4E3B4C,4|7|17|16,Masc,17:31,M,Tue,4,0,7,17,0,0,0,0,0,16
4-Apr-2012,77AA3D-ECC5CE-87A4E4,19|9|4,masc,11:43,M,Wed,0,4,0,0,0,9,19,0,0,0
5-Apr-2012,CC2B77-9C88F3-4E3B4C-87A4E4-ECC5CE,15|12|8|12|17,Fem,9:25,F,Thu,0,12,15,0,12,17,0,0,0,8
6-Apr-2012,4E3B4C-87A4E4-ECC5CE-CC2B77-9C88F3,9|16|17|11|20,Masc,17:04,M,Fri,0,16,11,0,20,17,0,0,0,9
7-Apr-2012,77AA3D-25CB99-647EED-87A4E4,13|19|10|20,F,20:06,F,Sat,19,20,0,0,0,0,13,0,10,0
8-Apr-2012,25CB99-77AA3D-4E3B4C-CC2B77,15|15|8|12,F,11:53,F,Sun,15,0,12,0,0,0,15,0,0,8
9-Apr-2012,9C88F3-87A4E4-647EED-77AA3D-D8470A-4E3B4C-25CB99-CC2B77-AED206-ECC5CE,8|6|19|9|18|9|16|17|20|10,masc,12:41,M,Mon,16,6,17,20,8,10,9,18,19,9
10-Apr-2012,ECC5CE-77AA3D-647EED-25CB99-9C88F3-CC2B77,16|10|6|18|20|14,Male,15:24,M,Tue,18,0,14,0,20,16,10,0,6,0
11-Apr-2012,ECC5CE-25CB99-87A4E4-4E3B4C-CC2B77-9C88F3-AED206-D8470A,8|4|11|10|20|17|11|18,-,11:55,-,Wed,4,11,20,11,17,8,0,18,0,10
12-Apr-2012,CC2B77-ECC5CE-D8470A-AED206-4E3B4C-77AA3D-9C88F3-87A4E4-25CB99-647EED,10|17|20|13|7|18|13|4|15|5,Masc,12:26,M,Thu,15,4,10,13,13,17,18,20,5,7
13-Apr-2012,647EED-D8470A-25CB99-AED206-ECC5CE-87A4E4-9C88F3,18|7|4|20|18|12|14,Female,11:18,F,Fri,4,12,0,20,14,18,0,7,18,0
14-Apr-2012,CC2B77-25CB99-647EED-9C88F3-AED206-ECC5CE-4E3B4C-87A4E4,9|9|18|18|11|7|14|10,F,20:55,F,Sat,9,10,9,11,18,7,0,0,18,14
15-Apr-2012,D8470A-AED206-CC2B77-25CB99-9C88F3-647EED,4|6|20|7|18|20,Male,14:19,M,Sun,7,0,20,6,18,0,0,4,20,0
16-Apr-2012,87A4E4-25CB99-D8470A-ECC5CE,6|7|5|7,Female,18:43,F,Mon,7,6,0,0,0,7,0,5,0,0
17-Apr-2012,D8470A-CC2B77-647EED-ECC5CE-25CB99-9C88F3-87A4E4-AED206-77AA3D-4E3B4C,9|15|15|11|16|12|4|4|17|7,Fem,16:26,F,Tue,16,4,15,4,12,11,17,9,15,7
18-Apr-2012,D8470A-CC2B77-647EED-AED206-25CB99-9C88F3,10|6|15|8|12|16,Fem,11:40,F,Wed,12,0,6,8,16,0,0,10,15,0
19-Apr-2012,ECC5CE-CC2B77-4E3B4C-77AA3D-D8470A-25CB99-87A4E4-647EED-AED206,6|20|11|10|12|7|6|7|15,masc,20:39,M,Thu,7,6,20,15,0,6,10,12,7,11
20-Apr-2012,D8470A-ECC5CE-AED206-87A4E4,16|5|16|14,masc,14:55,M,Fri,0,14,0,16,0,5,0,16,0,0
21-Apr-2012,77AA3D-D8470A-87A4E4-4E3B4C-CC2B77-9C88F3,12|6|8|17|14|14,M,8:14,M,Sat,0,8,14,0,14,0,12,6,0,17
22-Apr-2012,4E3B4C-D8470A-25CB99-AED206-87A4E4,17|14|15|13|17,F,10:38,F,Sun,15,17,0,13,0,0,0,14,0,17
23-Apr-2012,77AA3D-4E3B4C-647EED-25CB99-D8470A-ECC5CE-9C88F3-87A4E4,15|15|19|18|16|11|14|9,Male,11:44,M,Mon,18,9,0,0,14,11,15,16,19,15
24-Apr-2012,ECC5CE-CC2B77-9C88F3-87A4E4-25CB99-77AA3D-647EED-D8470A-4E3B4C-AED206,19|15|12|6|11|7|5|13|20|7,M,16:31,M,Tue,11,6,15,7,12,19,7,13,5,20
25-Apr-2012,CC2B77-87A4E4-77AA3D-ECC5CE,13|20|8|18,M,17:28,M,Wed,0,20,13,0,0,18,8,0,0,0
26-Apr-2012,9C88F3-87A4E4-4E3B4C-77AA3D-647EED-D8470A-25CB99-ECC5CE,11|4|14|10|8|11|17|17,Masc,11:38,M,Thu,17,4,0,0,11,17,10,11,8,14
27-Apr-2012,9C88F3-4E3B4C-AED206-25CB99-87A4E4-ECC5CE-D8470A-77AA3D-647EED-CC2B77,12|11|14|7|15|6|12|6|16|5,Male,18:50,M,Fri,7,15,5,14,12,6,6,12,16,11
28-Apr-2012,9C88F3-ECC5CE-87A4E4-25CB99-647EED-CC2B77,12|16|17|11|8|16,M,17:47,M,Sat,11,17,16,0,12,16,0,0,8,0
29-Apr-2012,ECC5CE-77AA3D-4E3B4C-25CB99-D8470A-87A4E4-647EED,12|12|9|19|5|7|5,fem,11:20,F,Sun,19,7,0,0,0,12,12,5,5,9
30-Apr-2012,9C88F3-87A4E4-AED206-4E3B4C-CC2B77-25CB99-ECC5CE-D8470A-647EED,8|11|16|20|10|9|12|18|14,-,8:26,-,Mon,9,11,10,16,8,12,0,18,14,20
1-May-2012,647EED-ECC5CE-4E3B4C-25CB99-77AA3D,16|20|16|4|16,Fem,18:34,F,Tue,4,0,0,0,0,20,16,0,16,16
2-May-2012,647EED-9C88F3-77AA3D-87A4E4-4E3B4C,18|5|16|4|14,Fem,15:39,F,Wed,0,4,0,0,5,0,16,0,18,14
3-May-2012,647EED-9C88F3-D8470A-AED206-ECC5CE-77AA3D-87A4E4-CC2B77-4E3B4C,15|5|14|18|20|19|14|18|4,Fem,12:33,F,Thu,0,14,18,18,5,20,19,14,15,4
4-May-2012,AED206-CC2B77-4E3B4C-25CB99-87A4E4-647EED-9C88F3,14|18|12|19|10|5|17,Male,12:43,M,Fri,19,10,18,14,17,0,0,0,5,12
5-May-2012,4E3B4C-AED206-CC2B77-9C88F3-D8470A-647EED-87A4E4-77AA3D,19|7|16|17|12|11|14|13,Fem,15:50,F,Sat,0,14,16,7,17,0,13,12,11,19
6-May-2012,ECC5CE-CC2B77-25CB99-647EED-77AA3D,7|14|16|5|20,Fem,14:33,F,Sun,16,0,14,0,0,7,20,0,5,0
7-May-2012,647EED-CC2B77-AED206,19|14|4,Female,14:23,F,Mon,0,0,14,4,0,0,0,0,19,0
8-May-2012,9C88F3-647EED-25CB99-D8470A-4E3B4C-AED206-87A4E4-CC2B77-ECC5CE,13|13|11|10|7|8|5|16|11,Masc,10:09,M,Tue,11,5,16,8,13,11,0,10,13,7
9-May-2012,ECC5CE-CC2B77-9C88F3-647EED-25CB99-77AA3D-D8470A-4E3B4C,12|4|19|20|7|18|13|9,masc,14:41,M,Wed,7,0,4,0,19,12,18,13,20,9
10-May-2012,25CB99-D8470A-ECC5CE-9C88F3,13|7|18|19,F,18:46,F,Thu,13,0,0,0,19,18,0,7,0,0
11-May-2012,CC2B77-D8470A-ECC5CE,11|9|12,Fem,14:18,F,Fri,0,0,11,0,0,12,0,9,0,0
12-May-2012,87A4E4-77AA3D-CC2B77,9|4|7,Masc,16:49,M,Sat,0,9,7,0,0,0,4,0,0,0
13-May-2012,AED206-25CB99-CC2B77-9C88F3-ECC5CE-87A4E4-4E3B4C-647EED,7|6|11|19|6|18|10|7,M,12:10,M,Sun,6,18,11,7,19,6,0,0,7,10
14-May-2012,647EED-25CB99-4E3B4C,19|13|20,Masc,17:31,M,Mon,13,0,0,0,0,0,0,0,19,20
15-May-2012,87A4E4-AED206-647EED-25CB99-ECC5CE-4E3B4C-9C88F3-D8470A-77AA3D-CC2B77,12|14|20|11|5|4|13|11|4|16,Fem,20:28,F,Tue,11,12,16,14,13,5,4,11,20,4
16-May-2012,77AA3D-25CB99-647EED-4E3B4C-CC2B77-9C88F3-ECC5CE-AED206-87A4E4-D8470A,12|5|5|14|14|13|12|16|18|9,fem,14:42,F,Wed,5,18,14,16,13,12,12,9,5,14
17-May-2012,9C88F3-ECC5CE-87A4E4-D8470A-77AA3D,14|11|9|13|6,Masc,20:29,M,Thu,0,9,0,0,14,11,6,13,0,0
18-May-2012,CC2B77-D8470A-AED206-647EED-77AA3D-25CB99-87A4E4-9C88F3-4E3B4C,10|14|19|20|6|19|4|8|16,-,9:03,-,Fri,19,4,10,19,8,0,6,14,20,16
19-May-2012,AED206-647EED-D8470A-77AA3D-CC2B77-9C88F3,5|7|9|8|13|19,fem,9:07,F,Sat,0,0,13,5,19,0,8,9,7,0
20-May-2012,ECC5CE-647EED-4E3B4C-87A4E4-25CB99-CC2B77-77AA3D-9C88F3-D8470A,16|6|18|9|14|8|17|8|14,Fem,12:26,F,Sun,14,9,8,0,8,16,17,14,6,18
21-May-2012,647EED-4E3B4C-D8470A-ECC5CE-AED206-9C88F3,6|12|10|5|11|17,Masc,11:18,M,Mon,0,0,0,11,17,5,0,10,6,12
22-May-2012,647EED-ECC5CE-AED206-9C88F3-87A4E4-25CB99-CC2B77-D8470A-4E3B4C-77AA3D,9|16|11|12|12|18|17|18|17|19,Masc,10:45,M,Tue,18,12,17,11,12,16,19,18,9,17
23-May-2012,AED206-4E3B4C-ECC5CE-CC2B77-647EED-D8470A-77AA3D-25CB99-9C88F3-87A4E4,13|15|4|20|16|6|18|11|12|9,-,11:20,-,Wed,11,9,20,13,12,4,18,6,16,15
24-May-2012,647EED-25CB99-ECC5CE-CC2B77-4E3B4C,15|4|10|8|11,masc,12:08,M,Thu,4,0,8,0,0,10,0,0,15,11
25-May-2012,4E3B4C-CC2B77-77AA3D-9C88F3-87A4E4-AED206-25CB99-647EED,19|9|15|4|14|11|20|7,masc,18:05,M,Fri,20,14,9,11,4,0,15,0,7,19
26-May-2012,87A4E4-ECC5CE-AED206-4E3B4C-9C88F3-CC2B77-D8470A-77AA3D-25CB99,18|11|6|12|8|4|9|13|5,-,15:38,-,Sat,5,18,4,6,8,11,13,9,0,12
27-May-2012,D8470A-87A4E4-4E3B4C-25CB99-AED206-647EED-ECC5CE-9C88F3-77AA3D,18|7|12|15|9|7|10|20|15,Fem,11:21,F,Sun,15,7,0,9,20,10,15,18,7,12
28-May-2012,647EED-AED206-9C88F3-4E3B4C-CC2B77-ECC5CE-D8470A-25CB99,12|7|19|9|4|7|13|14,Fem,14:29,F,Mon,14,0,4,7,19,7,0,13,12,9
29-May-2012,AED206-647EED-ECC5CE-D8470A-CC2B77-77AA3D-4E3B4C-9C88F3,13|5|15|11|11|6|15|20,Masc,17:00,M,Tue,0,0,11,13,20,15,6,11,5,15
30-May-2012,D8470A-AED206-4E3B4C-647EED-25CB99-9C88F3,12|12|8|17|9|12,F,17:02,F,Wed,9,0,0,12,12,0,0,12,17,8
31-May-2012,CC2B77-647EED-4E3B4C-AED206-D8470A-25CB99-9C88F3-77AA3D-ECC5CE,19|8|4|14|17|19|10|12|17,Fem,8:47,F,Thu,19,0,19,14,10,17,12,17,8,4
1-Jun-2012,25CB99-CC2B77-D8470A-AED206-77AA3D-87A4E4,6|13|5|15|19|13,M,18:23,M,Fri,6,13,13,15,0,0,19,5,0,0
2-Jun-2012,9C88F3-87A4E4-647EED-77AA3D-ECC5CE-4E3B4C-CC2B77-AED206-D8470A-25CB99,9|12|9|17|8|16|10|14|19|7,masc,12:16,M,Sat,7,12,10,14,9,8,17,19,9,16
3-Jun-2012,77AA3D-ECC5CE-25CB99-AED206-D8470A-647EED-9C88F3-CC2B77-87A4E4,5|9|11|20|11|9|15|13|14,M,19:53,M,Sun,11,14,13,20,15,9,5,11,9,0
4-Jun-2012,87A4E4-647EED-9C88F3-CC2B77-25CB99-D8470A,10|8|16|14|19|16,Fem,8:52,F,Mon,19,10,14,0,16,0,0,16,8,0
5-Jun-2012,ECC5CE-CC2B77-AED206-77AA3D,16|5|12|17,Masc,19:46,M,Tue,0,0,5,12,0,16,17,0,0,0
6-Jun-2012,647EED-AED206-9C88F3-4E3B4C-D8470A-25CB99-ECC5CE,14|10|10|4|8|8|10,Male,15:31,M,Wed,8,0,0,10,10,10,0,8,14,4
7-Jun-2012,87A4E4-ECC5CE-25CB99-647EED,8|9|9|18,Fem,11:20,F,Thu,9,8,0,0,0,9,0,0,18,0
